window,base,rule,template,side,regime,hold_5m,leverage,trades,profit_ratio_sum,profit_pct_sum,avg_trade_pct,wins,losses,winrate_pct,profit_factor
2023H2,ADA,ADA:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,34,0.5332523656205663,53.32523656205663,1.5683893106487243,20,14,58.82352941176471,2.6908796438918703
2024,ADA,ADA:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,107,-0.24148145537701193,-24.148145537701193,-0.22568360315608593,57,50,53.271028037383175,0.9105166098548181
2025,ADA,ADA:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,104,0.13111728648314713,13.111728648314713,0.12607431392610302,58,46,55.769230769230774,1.0686643549526247
2026_01_05,ADA,ADA:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,27,-0.04156168642289071,-4.156168642289071,-0.15393217193663225,11,16,40.74074074074074,0.9075478272631647
2023H2,ADA,ADA:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,35,-0.26601401967333915,-26.601401967333913,-0.7600400562095404,16,19,45.714285714285715,0.5110221576288678
2024,ADA,ADA:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,74,-0.4624705187917941,-46.24705187917941,-0.6249601605294516,42,32,56.75675675675676,0.7375630809577111
2025,ADA,ADA:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,86,-0.03529362876128728,-3.5293628761287277,-0.041039103210799156,39,47,45.348837209302324,0.9782398029729278
2026_01_05,ADA,ADA:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,24,-0.14760138752477792,-14.760138752477792,-0.6150057813532412,13,11,54.166666666666664,0.7042453462398075
2023H2,ADA,ADA:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,44,-0.29740147971933206,-29.740147971933204,-0.6759124539075728,24,20,54.54545454545454,0.7117291759011204
2024,ADA,ADA:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,101,-0.39042637167057626,-39.04263716705763,-0.38656076403027356,47,54,46.53465346534654,0.8057511773159387
2025,ADA,ADA:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,100,0.6272848426505631,62.72848426505631,0.6272848426505631,61,39,61.0,1.2687599668465184
2026_01_05,ADA,ADA:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,25,-0.2057765170575907,-20.57765170575907,-0.8231060682303628,12,13,48.0,0.48760956462076177
2023H2,ADA,ADA:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,27,0.12860366054086336,12.860366054086336,0.47630985385504954,16,11,59.25925925925925,1.3445000714622966
2024,ADA,ADA:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,49,-0.08142935922613415,-8.142935922613415,-0.16618236576762072,25,24,51.02040816326531,0.925118850002847
2025,ADA,ADA:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,86,0.03914736627009763,3.9147366270097628,0.04552019333732282,39,47,45.348837209302324,1.0268278311537067
2026_01_05,ADA,ADA:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,32,0.44832345853603384,44.832345853603385,1.4010108079251058,21,11,65.625,2.5078110821256105
2023H2,ADA,ADA:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,62,-0.32272242433328713,-32.272242433328714,-0.5205200392472373,27,35,43.54838709677419,0.7962179705477072
2024,ADA,ADA:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,109,0.22416406542340117,22.416406542340116,0.20565510589302857,53,56,48.62385321100918,1.090666062611227
2025,ADA,ADA:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,137,-0.4396266685700889,-43.96266685700889,-0.32089537851831307,58,79,42.33576642335766,0.8700114769682314
2026_01_05,ADA,ADA:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,34,0.22294755283379264,22.294755283379263,0.6557280965699783,20,14,58.82352941176471,1.476844715391129
2023H2,ADA,ADA:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,51,0.5558467425550939,55.58467425550939,1.089895573637439,31,20,60.78431372549019,1.9515067981811163
2024,ADA,ADA:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,180,1.2537791687927595,125.37791687927596,0.6965439826626442,85,95,47.22222222222222,1.4461344447916666
2025,ADA,ADA:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,171,0.7746974618294383,77.46974618294384,0.45303945136224466,80,91,46.783625730994146,1.2310911290982116
2026_01_05,ADA,ADA:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,51,0.01770383026667599,1.770383026667599,0.034713392679756844,25,26,49.01960784313725,1.0296076180652594
2023H2,ADA,ADA:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,35,-0.3421813112760791,-34.21813112760791,-0.9776608893602259,16,19,45.714285714285715,0.5555299376893352
2024,ADA,ADA:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,55,-0.31733562134140914,-31.733562134140914,-0.5769738569843802,24,31,43.63636363636363,0.7945964756361611
2025,ADA,ADA:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,32,0.04875736182830215,4.875736182830215,0.1523667557134442,18,14,56.25,1.0651777638797237
2026_01_05,ADA,ADA:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,15,0.08629526724573122,8.629526724573122,0.5753017816382082,9,6,60.0,1.2740427657983282
2023H2,ADA,ADA:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,20,-0.0683146017343661,-6.83146017343661,-0.3415730086718305,9,11,45.0,0.7865023931019193
2024,ADA,ADA:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,62,-0.06042738196714581,-6.042738196714581,-0.09746351930184809,29,33,46.774193548387096,0.9621419470184427
2025,ADA,ADA:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,45,0.09583607429001939,9.583607429001939,0.21296905397782087,23,22,51.11111111111111,1.100176699120635
2026_01_05,ADA,ADA:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,26,-0.1914742331189978,-19.14742331189978,-0.7364393581499915,15,11,57.692307692307686,0.6095673311003528
2023H2,ADA,ADA:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,147,1.0721255234444271,107.21255234444271,0.7293370907785219,66,81,44.89795918367347,1.5899588015315964
2024,ADA,ADA:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,299,0.18548183276349617,18.54818327634962,0.0620340577804335,125,174,41.80602006688963,1.0294254653319876
2025,ADA,ADA:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,269,0.9792391569903596,97.92391569903596,0.36402942639046826,131,138,48.698884758364315,1.2271881845847274
2026_01_05,ADA,ADA:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,106,-0.5408584582575786,-54.08584582575786,-0.5102438285448855,48,58,45.28301886792453,0.7328795334511122
2023H2,ADA,ADA:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,137,-1.2384761714020045,-123.84761714020046,-0.9039972054029229,53,84,38.68613138686132,0.5737021176935759
2024,ADA,ADA:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,277,-0.3646793440822709,-36.46793440822709,-0.13165319280948407,117,160,42.238267148014444,0.9378867286529382
2025,ADA,ADA:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,296,1.614285344175344,161.4285344175344,0.5453666703295081,146,150,49.32432432432432,1.2469384210538654
2026_01_05,ADA,ADA:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,113,-0.7616967513685937,-76.16967513685937,-0.6740679215651272,47,66,41.5929203539823,0.6765810109682739
2023H2,ADA,ADA:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,44,0.1300446758859075,13.004467588590751,0.29555608155888075,22,22,50.0,1.2439918392428677
2024,ADA,ADA:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,55,-0.3901896933403224,-39.018969334032235,-0.7094358060733134,23,32,41.81818181818181,0.6410717458130847
2025,ADA,ADA:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,51,0.23710533615683893,23.710533615683893,0.4649124238369391,28,23,54.90196078431373,1.3676905308507556
2026_01_05,ADA,ADA:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,19,0.15861913575393372,15.861913575393372,0.8348375565996512,9,10,47.368421052631575,2.0059163899001766
2023H2,ADA,ADA:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,20,0.3533128148473921,35.33128148473921,1.7665640742369604,14,6,70.0,3.3994150543942228
2024,ADA,ADA:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,32,0.2424242274231121,24.24242274231121,0.7575757106972253,17,15,53.125,1.4374116827295889
2025,ADA,ADA:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,63,0.21773840839628944,21.773840839628946,0.34561652126395154,28,35,44.44444444444444,1.193522824955106
2026_01_05,ADA,ADA:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,16,0.04856516597870986,4.856516597870986,0.3035322873669366,9,7,56.25,1.2017729569264333
2023H2,DOT,DOT:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,25,0.22851098280135984,22.851098280135986,0.9140439312054393,15,10,60.0,1.6978084550693484
2024,DOT,DOT:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,99,-1.0428344136026215,-104.28344136026215,-1.0533680945481025,52,47,52.52525252525253,0.6285395250614079
2025,DOT,DOT:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,91,1.4929013753431448,149.29013753431448,1.6405509619155438,49,42,53.84615384615385,2.348975612750143
2026_01_05,DOT,DOT:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,32,0.30648317638306066,30.648317638306068,0.9577599261970646,16,16,50.0,1.7086776471020133
2023H2,DOT,DOT:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,33,-0.04839685510978242,-4.839685510978242,-0.14665713669631036,16,17,48.484848484848484,0.9075965144041825
2024,DOT,DOT:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,67,0.42382384339913415,42.382384339913415,0.6325729005957227,35,32,52.23880597014925,1.5173835971030358
2025,DOT,DOT:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,52,-0.48561583925011886,-48.56158392501189,-0.9338766139425362,23,29,44.230769230769226,0.6137521122358705
2026_01_05,DOT,DOT:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,25,0.19531169767103052,19.53116976710305,0.7812467906841221,14,11,56.00000000000001,1.4752205947271697
2023H2,DOT,DOT:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,46,0.0052905874544944,0.52905874544944,0.011501277074987826,27,19,58.69565217391305,1.006760808434817
2024,DOT,DOT:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,95,0.7663525340615989,76.63525340615989,0.8066868779595778,48,47,50.526315789473685,1.3954532596544869
2025,DOT,DOT:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,89,-0.454418359291092,-45.441835929109196,-0.5105824261697662,40,49,44.9438202247191,0.7791150149396633
2026_01_05,DOT,DOT:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,35,-0.04356625228037059,-4.356625228037059,-0.12447500651534453,18,17,51.42857142857142,0.9297529396956478
2023H2,DOT,DOT:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,19,-0.16160747912333528,-16.160747912333527,-0.8505656795965014,7,12,36.84210526315789,0.512903694426913
2024,DOT,DOT:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,59,0.6310565109450943,63.105651094509426,1.0695873066866006,32,27,54.23728813559322,1.8283803345049863
2025,DOT,DOT:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,51,0.5484924388738639,54.84924388738639,1.0754753703409095,31,20,60.78431372549019,1.8655762065240762
2026_01_05,DOT,DOT:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,30,1.0035379894031005,100.35379894031004,3.345126631343668,19,11,63.33333333333333,4.921768489076354
2023H2,DOT,DOT:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,52,0.04469083994940837,4.469083994940837,0.08594392297963147,22,30,42.30769230769231,1.0407353939108681
2024,DOT,DOT:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,105,0.13183967468087088,13.183967468087088,0.12556159493416272,51,54,48.57142857142857,1.0515003346900669
2025,DOT,DOT:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,148,-0.3831469420937028,-38.31469420937028,-0.2588830689822316,63,85,42.567567567567565,0.8886207913059565
2026_01_05,DOT,DOT:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,54,-0.6561357126915734,-65.61357126915735,-1.2150661346140248,22,32,40.74074074074074,0.49135813384735466
2023H2,DOT,DOT:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,60,0.1439490580869296,14.39490580869296,0.23991509681154932,33,27,55.00000000000001,1.1615391075606283
2024,DOT,DOT:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,165,1.4660351943084478,146.60351943084478,0.8885061783687562,85,80,51.515151515151516,1.574156431469483
2025,DOT,DOT:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,164,0.5088289985301282,50.882899853012816,0.31026158446959035,80,84,48.78048780487805,1.1591908816896168
2026_01_05,DOT,DOT:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,56,-0.2964389803186368,-29.64389803186368,-0.5293553219975657,24,32,42.857142857142854,0.7229819252495215
2023H2,DOT,DOT:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,22,-0.25744735781563943,-25.744735781563943,-1.170215262798361,12,10,54.54545454545454,0.38890523357046874
2024,DOT,DOT:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,40,-0.04174657918233571,-4.174657918233571,-0.10436644795583927,22,18,55.00000000000001,0.9523891887472123
2025,DOT,DOT:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,37,0.6635521038046965,66.35521038046966,1.7933840643370176,23,14,62.16216216216216,1.9007620375678185
2026_01_05,DOT,DOT:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,25,0.33393857230353097,33.3938572303531,1.3357542892141239,15,10,60.0,2.0068305913237006
2023H2,DOT,DOT:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,20,-0.08380755904345893,-8.380755904345893,-0.4190377952172947,8,12,40.0,0.7818934698680402
2024,DOT,DOT:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,66,0.3549489113528237,35.49489113528237,0.5378013808376116,34,32,51.515151515151516,1.2156370685010875
2025,DOT,DOT:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,57,0.6079551146558121,60.79551146558121,1.0665879204487931,29,28,50.877192982456144,1.7231363482919881
2026_01_05,DOT,DOT:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,28,0.04140948852186632,4.140948852186632,0.14789103043523685,14,14,50.0,1.123687147305095
2023H2,DOT,DOT:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,145,0.7802110361081036,78.02110361081036,0.5380765766262783,65,80,44.827586206896555,1.4140887076492619
2024,DOT,DOT:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,308,0.052905652712255336,5.2905652712255336,0.017177159971511473,145,163,47.07792207792208,1.0095823471470724
2025,DOT,DOT:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,251,-0.8825492493656597,-88.25492493656597,-0.35161324675922695,113,138,45.0199203187251,0.8134903790752572
2026_01_05,DOT,DOT:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,83,-0.35653743619168443,-35.653743619168445,-0.4295631761345595,36,47,43.373493975903614,0.8163774464704536
2023H2,DOT,DOT:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,132,-0.8995332513730636,-89.95332513730636,-0.681464584373533,48,84,36.36363636363637,0.6503376286350173
2024,DOT,DOT:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,228,-0.4091844916325815,-40.91844916325815,-0.17946688229499191,98,130,42.98245614035088,0.9158431488516913
2025,DOT,DOT:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,259,0.2306953315345508,23.06953315345508,0.08907155657704664,113,146,43.62934362934363,1.0438744898025927
2026_01_05,DOT,DOT:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,105,0.8636205653927829,86.36205653927829,0.8224957765645552,56,49,53.333333333333336,1.6484722555677278
2023H2,DOT,DOT:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,38,0.33244912069583954,33.244912069583954,0.8748661070943144,28,10,73.68421052631578,2.8058717407037204
2024,DOT,DOT:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,68,0.09782844465490514,9.782844465490514,0.1438653597866252,33,35,48.529411764705884,1.076464795102066
2025,DOT,DOT:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,46,-0.19672771467084882,-19.672771467084882,-0.4276689449366279,20,26,43.47826086956522,0.7999921149541358
2026_01_05,DOT,DOT:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,17,-0.030165730157796666,-3.0165730157796666,-0.177445471516451,10,7,58.82352941176471,0.85344987178913
2023H2,DOT,DOT:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,19,0.007263096621562326,0.7263096621562326,0.03822682432401225,8,11,42.10526315789473,1.0325631723437676
2024,DOT,DOT:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,40,0.12882315684637158,12.882315684637158,0.32205789211592895,20,20,50.0,1.1815744407112565
2025,DOT,DOT:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,43,0.08575529865005693,8.575529865005693,0.19943092709315563,22,21,51.162790697674424,1.151101809230608
2026_01_05,DOT,DOT:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,15,-0.01183803713575049,-1.183803713575049,-0.07892024757166993,7,8,46.666666666666664,0.9508140137564605
2023H2,ATOM,ATOM:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,34,0.16692249806059012,16.69224980605901,0.490948523707618,18,16,52.94117647058824,1.3623938723558988
2024,ATOM,ATOM:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,115,-0.2946483846239474,-29.464838462394738,-0.25621598662951944,63,52,54.78260869565217,0.892767473536134
2025,ATOM,ATOM:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,87,0.7015886230298052,70.15886230298052,0.8064237046319599,55,32,63.2183908045977,1.546096681185842
2026_01_05,ATOM,ATOM:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,17,0.11344183990278456,11.344183990278456,0.667304940604615,8,9,47.05882352941176,1.840101311767082
2023H2,ATOM,ATOM:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,22,-0.06875693469027588,-6.875693469027588,-0.31253152131943585,7,15,31.818181818181817,0.8103056610368621
2024,ATOM,ATOM:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,46,-0.22726728143079944,-22.726728143079946,-0.4940593074582596,24,22,52.17391304347826,0.7458055825097332
2025,ATOM,ATOM:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,53,-0.5581730909661644,-55.81730909661644,-1.0531567754078575,22,31,41.509433962264154,0.5765358149625583
2026_01_05,ATOM,ATOM:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,14,0.25865740051773,25.865740051773003,1.8475528608409286,10,4,71.42857142857143,5.7972846775122
2023H2,ATOM,ATOM:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,46,0.22757530352243194,22.757530352243194,0.49472892070093905,25,21,54.347826086956516,1.33499072131701
2024,ATOM,ATOM:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,103,0.7451245579087988,74.51245579087988,0.7234219008823289,62,41,60.19417475728155,1.3958079268931982
2025,ATOM,ATOM:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,71,-0.209401192618361,-20.9401192618361,-0.29493125720895913,38,33,53.52112676056338,0.8621561005936463
2026_01_05,ATOM,ATOM:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,19,0.31791964820652385,31.791964820652385,1.6732613063501256,12,7,63.1578947368421,2.7791176660707473
2023H2,ATOM,ATOM:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,26,0.116875480769429,11.6875480769429,0.4495210798824192,16,10,61.53846153846154,1.3391285911541262
2024,ATOM,ATOM:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,43,-0.7424708004786864,-74.24708004786864,-1.7266762801829916,17,26,39.53488372093023,0.45366371007493134
2025,ATOM,ATOM:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,56,0.8369212986423498,83.69212986423497,1.494502319004196,34,22,60.71428571428571,2.2399460990043085
2026_01_05,ATOM,ATOM:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,30,-0.35975289810916067,-35.97528981091607,-1.1991763270305356,14,16,46.666666666666664,0.452165495837851
2023H2,ATOM,ATOM:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,56,0.7069614176678019,70.69614176678019,1.2624311029782176,26,30,46.42857142857143,1.6877827427167966
2024,ATOM,ATOM:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,131,-0.10910157485260696,-10.910157485260697,-0.08328364492565417,58,73,44.274809160305345,0.9635807721341961
2025,ATOM,ATOM:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,114,0.29601873977729065,29.601873977729063,0.2596655612081497,55,59,48.24561403508772,1.1243482857610416
2026_01_05,ATOM,ATOM:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,61,-0.9067112381405229,-90.6711238140523,-1.4864118658041359,24,37,39.34426229508197,0.45519796448167066
2023H2,ATOM,ATOM:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,72,0.43796536582163703,43.796536582163704,0.6082852303078292,38,34,52.77777777777778,1.4189571370838623
2024,ATOM,ATOM:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,176,-0.05366862680055873,-5.366862680055872,-0.030493537954862912,82,94,46.590909090909086,0.9849147933688877
2025,ATOM,ATOM:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,164,-1.0482262394577262,-104.82262394577262,-0.6391623411327598,74,90,45.1219512195122,0.7254797463340571
2026_01_05,ATOM,ATOM:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,39,-0.5380331817117523,-53.80331817117523,-1.3795722607993648,15,24,38.46153846153847,0.3550890595320739
2023H2,ATOM,ATOM:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,29,-0.04645116560868523,-4.645116560868523,-0.16017643313339733,13,16,44.827586206896555,0.9276825506998159
2024,ATOM,ATOM:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,48,-0.2094884752288756,-20.948847522887558,-0.43643432339349086,24,24,50.0,0.8228102130857996
2025,ATOM,ATOM:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,57,-0.601114357077327,-60.111435707732696,-1.0545865913637316,20,37,35.08771929824561,0.6001105950467454
2026_01_05,ATOM,ATOM:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,36,-0.09630899284093886,-9.630899284093886,-0.26752498011371906,15,21,41.66666666666667,0.8599816657860445
2023H2,ATOM,ATOM:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,22,-0.08261965776756253,-8.261965776756252,-0.375543898943466,10,12,45.45454545454545,0.7859514875969502
2024,ATOM,ATOM:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,52,1.0136192685867773,101.36192685867773,1.9492678242053412,30,22,57.692307692307686,2.2273491611444327
2025,ATOM,ATOM:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,57,-0.1858432898028739,-18.58432898028739,-0.3260408593032876,26,31,45.614035087719294,0.7905146404161014
2026_01_05,ATOM,ATOM:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,27,0.30329043441217285,30.329043441217284,1.1232979052302698,16,11,59.25925925925925,2.1552830145114985
2023H2,ATOM,ATOM:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,144,-0.6537582114041558,-65.37582114041558,-0.45399875791955263,61,83,42.36111111111111,0.7273284690046131
2024,ATOM,ATOM:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,278,0.02069783838936301,2.069783838936301,0.007445265607684536,125,153,44.96402877697842,1.0042921731747756
2025,ATOM,ATOM:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,227,-0.7656796872389386,-76.56796872389387,-0.337303826977506,101,126,44.49339207048458,0.8252896598942749
2026_01_05,ATOM,ATOM:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,78,-0.341765029079498,-34.1765029079498,-0.43816029369166415,33,45,42.30769230769231,0.7472229460310265
2023H2,ATOM,ATOM:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,145,-1.3198814795167717,-131.98814795167718,-0.9102630893219116,54,91,37.24137931034483,0.5528622893742641
2024,ATOM,ATOM:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,238,0.9965643265489796,99.65643265489797,0.41872450695335284,111,127,46.63865546218487,1.238717038921272
